dttl,swin,dwin,tcprtt,synack,ackdat,label,proto_tcp,proto_udp,service_dns,state_CON,state_FIN,attack_cat_Analysis,attack_cat_DoS,attack_cat_Exploits,attack_cat_Normal
0.9921259842519684,1.0,1.0,0.0,0.0,0.0,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0879719756195403,0.1030002436053593,0.054975173114073,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,Normal,0.0,1.0,0.0,0.0,0.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0807089545730803,0.1153734470158343,0.0429138920313104,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.1035974997014829,0.1073987819732034,0.0697470122417508,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.075420171167678,0.1024876979293544,0.0420206718672865,Normal,1.0,0.0,0.0,1.0,0.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0569463246175291,0.0854840438489646,0.0288091591582102,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0708404496673379,0.0722884287454324,0.0481081919945845,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0675084624559435,0.0981904993909865,0.0352871119987135,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0611933169741504,0.0565378806333739,0.0436849264181801,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0787521583790724,0.0562903775883069,0.0621546408475479,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0585985663130525,0.0903873325213154,0.0287719416513758,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0600790768376241,0.0697198538367844,0.0377687472657421,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.070360809873469,0.0659235079171741,0.0498995478424028,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0515193512855017,0.0403722289890377,0.0393831444018198,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0781604908291529,0.1030197320341047,0.0446975234909178,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0596497489102449,0.0585568818514007,0.0413416279218376,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0491043816939938,0.03991425091352,0.037020183826395,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0543260826107431,0.0419780755176613,0.0417425938916942,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0460709115571053,0.0329744214372716,0.0363453531836066,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0408129860964834,0.0226786845310596,0.0345511884673479,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0512060760634922,0.0252940316686967,0.0444882627921135,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0402219893714505,0.0204141291108404,0.0347485114752809,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0638806414695894,0.0518898903775883,0.048172795968712,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0467759485128483,0.0294898903775883,0.0383389475591284,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0004662232961383,0.0010816077953714,9.83103954114325e-05,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0004809814436419,0.0011186358099878,0.0001004170467416,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0005091560888762,0.0011537149817295,0.0001172702573836,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0003917617337335,0.0009120584652862,8.145718476947263e-05,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0312758686846868,0.0327035322777101,0.0209555629990569,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0004299987522657,0.0009802679658952,9.690596119126918e-05,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0004031657568045,0.0009295980511571,8.707492165012594e-05,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0519694747843633,0.0388209500609013,0.0404132969023096,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.9921259842519684,1.0,1.0,0.0487636026516366,0.0486177831912302,0.0335273559208488,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0004635399965922,0.0010816077953714,9.550152697110586e-05,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0005064727893301,0.0011673568818514,0.0001095458691727,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0004682357707979,0.0010699147381242,0.0001046303494021,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.000459515047273,0.0010601705237515,9.901261252151416e-05,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,0.0,0.0,0.0,0.0,0.0,Normal,0.0,1.0,1.0,1.0,0.0,0,0,0,1
0.1141732283464566,0.0,0.0,0.0,0.0,0.0,Normal,0.0,1.0,1.0,1.0,0.0,0,0,0,1
0.1141732283464566,1.0,1.0,0.0004293279273791,0.0009900121802679,9.269265853077922e-05,Normal,1.0,0.0,0.0,0.0,1.0,0,0,0,1
0.1141732283464566,0.0,0.0,0.0,0.0,0.0,Normal,0.0,1.0,1.0,1.0,0.0,0,0,0,1
0.1141732283464566,0.0,0.0,0.0,0.0,0.0,Normal,0.0,1.0,1.0,1.0,0.0,0,0,0,1
